Crash ID,CrashDate,CountyName,Fatals,Peds,Persons,State,StateName,TotalVehicles,Crash Date,Latitude,Longitude,Weather,Weather Name,Road Function,Road Function Name,Light Condition,Light Condition Name,Manner of Collision,Manner of Collision Name,Speed Limit,Speed Limit Name,Harmful Event,Harmful Event Name,Drunk Drivers,City,City Name,Functional System,Functional System Name,Work Zone,Work Zone Name
10049,/Date(1643318880000-0500)/,CALHOUN (15),1,0,2,1,Alabama,2,2022-01-27 16:28,33.69978333,-85.808647220,1,Clear,,,1,Daylight,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,100,ANNISTON,3,Principal Arterial - Other,0,None
10048,/Date(1643281560000-0500)/,LAWRENCE (79),1,0,2,1,Alabama,2,2022-01-27 06:06,34.53784167,-87.159097220,1,Clear,,,2,Dark - Not Lighted,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10051,/Date(1643551260000-0500)/,LEE (81),1,0,1,1,Alabama,1,2022-01-30 09:01,32.58450000,-85.432338890,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,21,Bridge Pier or Support,,200,AUBURN,4,Minor Arterial,0,None
10050,/Date(1643597160000-0500)/,JEFFERSON (73),1,0,2,1,Alabama,1,2022-01-30 21:46,33.55848611,-87.131522220,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,5,Major Collector,0,None
10053,/Date(1643575200000-0500)/,JEFFERSON (73),1,0,1,1,Alabama,1,2022-01-30 15:40,33.56942500,-86.820580560,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,24,Guardrail Face,,0,NOT APPLICABLE,1,Interstate,0,None
10052,/Date(1643539800000-0500)/,JEFFERSON (73),1,0,2,1,Alabama,2,2022-01-30 05:50,33.61327778,-86.707877780,1,Clear,,,1,Daylight,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,350,BIRMINGHAM,5,Major Collector,0,None
10054,/Date(1643572380000-0500)/,ST. CLAIR (115),1,0,1,1,Alabama,1,2022-01-30 14:53,33.57163611,-86.494622220,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,1,Interstate,0,None
10057,/Date(1643920200000-0500)/,DEKALB (49),1,0,1,1,Alabama,1,2022-02-03 15:30,34.33220556,-86.022650000,2,Rain,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,1,Rollover/Overturn,,0,NOT APPLICABLE,7,Local,0,None
10055,/Date(1643626200000-0500)/,TUSCALOOSA (125),1,1,1,1,Alabama,1,2022-01-31 05:50,33.04456944,-87.383672220,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10056,/Date(1643760480000-0500)/,JEFFERSON (73),1,0,1,1,Alabama,1,2022-02-01 19:08,33.49687500,-86.908136110,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,34,Ditch,,0,NOT APPLICABLE,1,Interstate,0,None
10058,/Date(1643916060000-0500)/,MADISON (89),1,0,1,1,Alabama,1,2022-02-03 14:21,34.58376111,-86.555630560,2,Rain,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,23,Bridge Rail (Includes parapet),,1730,HUNTSVILLE,4,Minor Arterial,0,None
10059,/Date(1643941980000-0500)/,JEFFERSON (73),1,1,1,1,Alabama,1,2022-02-03 21:33,33.47926389,-86.901675000,2,Rain,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,350,BIRMINGHAM,7,Local,0,None
10061,/Date(1643965200000-0500)/,CRENSHAW (41),1,0,1,1,Alabama,1,2022-02-04 04:00,31.73043333,-86.186075000,2,Rain,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,18,Other Object (not fixed),,0,NOT APPLICABLE,5,Major Collector,0,None
10060,/Date(1643992860000-0500)/,MADISON (89),1,1,3,1,Alabama,3,2022-02-04 11:41,34.84658611,-86.571436110,10,Cloudy,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,33,Curb,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10062,/Date(1644052800000-0500)/,MOBILE (97),1,0,1,1,Alabama,1,2022-02-05 04:20,30.43118889,-88.159925000,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,5,Major Collector,0,None
10063,/Date(1644122100000-0500)/,COLBERT (33),1,0,3,1,Alabama,1,2022-02-05 23:35,34.62912500,-87.697611110,10,Cloudy,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,34,Ditch,,0,NOT APPLICABLE,7,Local,0,None
10064,/Date(1644189000000-0500)/,TUSCALOOSA (125),1,0,4,1,Alabama,3,2022-02-06 18:10,33.08685833,-87.678611110,1,Clear,,,2,Dark - Not Lighted,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,1,Interstate,0,None
10065,/Date(1644393300000-0500)/,RANDOLPH (111),1,0,2,1,Alabama,2,2022-02-09 02:55,33.43500833,-85.558183330,10,Cloudy,,,2,Dark - Not Lighted,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10066,/Date(1644541200000-0500)/,TUSCALOOSA (125),1,0,2,1,Alabama,2,2022-02-10 20:00,33.21195000,-87.559688890,1,Clear,,,3,Dark - Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,1,Rollover/Overturn,,3050,TUSCALOOSA,4,Minor Arterial,0,None
10067,/Date(1644507240000-0500)/,BLOUNT (9),1,0,1,1,Alabama,3,2022-02-10 10:34,33.97541944,-86.496261110,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,34,Ditch,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10068,/Date(1644534720000-0500)/,RUSSELL (113),2,0,4,1,Alabama,2,2022-02-10 18:12,32.14725278,-85.062461110,1,Clear,,,5,Dusk,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,5,Major Collector,0,None
10069,/Date(1644595200000-0500)/,CHEROKEE (19),1,0,2,1,Alabama,2,2022-02-11 11:00,34.17228611,-85.784594440,1,Clear,,,1,Daylight,7,Sideswipe - Same Direction,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,1852,LEESBURG,6,Minor Collector,0,None
10072,/Date(1644609600000-0500)/,COVINGTON (39),1,0,3,1,Alabama,2,2022-02-11 15:00,31.40540833,-86.598791670,1,Clear,,,1,Daylight,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10071,/Date(1644603900000-0500)/,JEFFERSON (73),1,0,2,1,Alabama,2,2022-02-11 13:25,33.46196667,-86.943172220,1,Clear,,,1,Daylight,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,1,Interstate,0,None
10070,/Date(1644640200000-0500)/,ETOWAH (55),1,1,1,1,Alabama,1,2022-02-11 23:30,34.01848056,-86.062091670,1,Clear,,,3,Dark - Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,1280,GADSDEN,4,Minor Arterial,0,None
10073,/Date(1644614400000-0500)/,MADISON (89),1,0,2,1,Alabama,2,2022-02-11 16:20,34.76810556,-86.440211110,1,Clear,,,5,Dusk,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,5,Major Collector,0,None
10075,/Date(1644634320000-0500)/,WALKER (127),1,0,2,1,Alabama,1,2022-02-11 21:52,33.73998889,-87.040422220,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,2880,SUMITON,7,Local,0,None
10076,/Date(1644646500000-0500)/,HOUSTON (69),1,0,4,1,Alabama,2,2022-02-12 01:15,31.16331389,-85.402075000,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,1,Rollover/Overturn,,930,DOTHAN,3,Principal Arterial - Other,0,None
10074,/Date(1644613080000-0500)/,MADISON (89),1,0,2,1,Alabama,2,2022-02-11 15:58,34.59643889,-86.754400000,1,Clear,,,1,Daylight,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,3026,TRIANA,5,Major Collector,0,None
10077,/Date(1644707160000-0500)/,MONTGOMERY (101),1,1,1,1,Alabama,1,2022-02-12 18:06,32.32766389,-86.336869440,1,Clear,,,3,Dark - Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,2130,MONTGOMERY,3,Principal Arterial - Other,0,None
10078,/Date(1644739560000-0500)/,CHILTON (21),1,0,1,1,Alabama,1,2022-02-13 03:06,32.73781111,-86.898752780,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,30,Utility Pole/Light Support,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10079,/Date(-62135578800000-0500)/,MADISON (89),1,0,1,1,Alabama,1,2022-02-13 99:99,34.56522778,-86.547022220,10,Cloudy,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,59,Traffic Sign Support ,,1730,HUNTSVILLE,4,Minor Arterial,1,Construction
10081,/Date(1644862680000-0500)/,LEE (81),1,0,8,1,Alabama,5,2022-02-14 13:18,32.56503056,-85.494211110,1,Clear,,,1,Daylight,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,200,AUBURN,1,Interstate,2,Maintenance
10080,/Date(1644842100000-0500)/,CULLMAN (43),2,0,3,1,Alabama,3,2022-02-14 07:35,34.28983889,-86.897761110,1,Clear,,,1,Daylight,8,Sideswipe - Opposite Direction,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10082,/Date(1644876420000-0500)/,LOWNDES (85),1,0,4,1,Alabama,3,2022-02-14 17:07,32.19472778,-86.417602780,1,Clear,,,1,Daylight,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,1,Interstate,0,None
10083,/Date(1645058760000-0500)/,HOUSTON (69),1,0,4,1,Alabama,2,2022-02-16 19:46,31.30443056,-85.355716670,1,Clear,,,2,Dark - Not Lighted,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10084,/Date(1645052100000-0500)/,ETOWAH (55),1,0,1,1,Alabama,1,2022-02-16 17:55,34.07614444,-86.121986110,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10086,/Date(1644974880000-0500)/,LIMESTONE (83),1,1,2,1,Alabama,1,2022-02-15 20:28,34.64304444,-86.838894440,1,Clear,,,3,Dark - Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,9997,Other,1,Interstate,0,None
10085,/Date(1645039140000-0500)/,LIMESTONE (83),1,0,2,1,Alabama,2,2022-02-16 14:19,34.89972222,-86.819622220,1,Clear,,,1,Daylight,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10088,/Date(1644954060000-0500)/,MORGAN (103),1,1,2,1,Alabama,2,2022-02-15 14:41,34.56833056,-86.911133330,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,890,DECATUR,1,Interstate,0,None
10087,/Date(1644923340000-0500)/,MORGAN (103),1,1,1,1,Alabama,2,2022-02-15 06:09,34.49550833,-86.846144440,1,Clear,,,4,Dawn,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,2545,PRICEVILLE,3,Principal Arterial - Other,0,None
10089,/Date(1645026600000-0500)/,LAWRENCE (79),1,0,2,1,Alabama,2,2022-02-16 10:50,34.64899167,-87.168286110,1,Clear,,,1,Daylight,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10090,/Date(1645123500000-0500)/,TUSCALOOSA (125),1,0,4,1,Alabama,2,2022-02-17 13:45,33.12255278,-87.658130560,1,Clear,,,1,Daylight,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,5,Major Collector,0,None
10093,/Date(1645196580000-0500)/,LAUDERDALE (77),1,0,2,1,Alabama,2,2022-02-18 10:03,34.90004444,-87.531780560,1,Clear,,,1,Daylight,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10094,/Date(1645197720000-0500)/,JEFFERSON (73),1,1,3,1,Alabama,1,2022-02-18 10:22,33.60484722,-86.700233330,10,Cloudy,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,15,Non-Motorist on Personal Conveyance,,350,BIRMINGHAM,4,Minor Arterial,0,None
10091,/Date(1645140600000-0500)/,MOBILE (97),1,1,1,1,Alabama,1,2022-02-17 18:30,30.49632222,-88.217036110,10,Cloudy,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10092,/Date(1645182660000-0500)/,LEE (81),1,0,2,1,Alabama,2,2022-02-18 06:11,32.43865278,-85.377144440,10,Cloudy,,,4,Dawn,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10097,/Date(1645394880000-0500)/,MONTGOMERY (101),1,0,3,1,Alabama,1,2022-02-20 17:08,32.39820833,-86.107825000,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,30,Utility Pole/Light Support,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10096,/Date(1645355880000-0500)/,ST. CLAIR (115),1,0,1,1,Alabama,1,2022-02-20 06:18,33.56252222,-86.541430560,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,52,Guardrail End,,0,NOT APPLICABLE,1,Interstate,0,None
